X;Y;Z;Alteration;Au (gr/ton);Ag (gr/ton);Mineralization_d;Mineralization
41367.03146;802957.2308;426.4595637;2;0.0138404;0.21945138;Sulfuro;3
41367.52994;802957.1114;425.9410724;2;0.01;0.23541148;Sulfuro;3
41368.03815;802956.99;425.4118429;3;0.01;0.25274726;Sulfuro;3
41368.5561;802956.8666;424.8718611;3;0.01;0.2;Sulfuro;3
41369.07378;802956.7437;424.331528;3;0.0158022;0.25274726;Sulfuro;3
41369.59117;802956.6211;423.7908129;3;0.0106154;0.52527472;Sulfuro;3
41370.10801;802956.4991;423.249471;3;0.01887912;0.2967033;Sulfuro;3
41370.62402;802956.3774;422.7072385;3;0.01;0.2;Sulfuro;3
41371.13914;802956.2562;422.1640734;3;0.01843956;0.25274726;Sulfuro;3
41371.65338;802956.1355;421.6199811;3;0.01;0.2;Sulfuro;3
41372.16673;802956.0152;421.0749581;3;0.01;0.25274726;Sulfuro;3
41372.67921;802955.8953;420.529005;3;0.01;0.2;Sulfuro;3
41373.1908;802955.7759;419.9821174;3;0.01;0.23736264;Sulfuro;3
41373.70157;802955.6569;419.4343608;3;0.01791208;0.21538462;Sulfuro;3
41360.95309;802958.7531;433.1768692;4;0.83310844;12.57349398;Oxido;1
41360.44349;802958.9137;432.6523287;1;0.1406442;3.93558052;Oxido;1
41359.98914;802959.0567;432.184691;1;0.0449738;0.36853932;Oxido;1
41359.53512;802959.1993;431.7166195;1;0.08232208;1.33707866;Oxido;1
41359.08145;802959.3416;431.248114;1;0.60325092;11.29962546;Oxido;1
41358.62898;802959.4832;430.7800542;4;0.85584964;11.95037594;Oxido;1
41358.17769;802959.6243;430.3124414;4;0.80953384;8.52481204;Oxido;1
41357.70981;802959.7703;429.8267798;2;0.09416784;0.4965035;Oxido;1
41357.22535;802959.9213;429.3230683;2;0.01391608;0.2;Sulfuro;3
41356.74128;802960.0722;428.8189426;2;0.0127972;0.2;Mixto;2
41356.25761;802960.2231;428.3144439;2;0.03883916;0.82937062;Mixto;2
41355.77433;802960.374;427.8095749;2;0.07213988;1.206993;Mixto;2
41355.29144;802960.5249;427.3043337;2;0.04724476;0.2;Mixto;2
41354.80893;802960.6758;426.7987224;2;0.02422376;0.2;Sulfuro;3
41354.32682;802960.8267;426.2927384;2;0.02651748;0.2;Sulfuro;3
41353.8451;802960.9777;425.7863974;2;0.04053148;0.2;Sulfuro;3
41353.36377;802961.1289;425.2797615;2;0.33927272;1.31888112;Sulfuro;3
41352.54674;802961.3867;424.4182585;2;1.76133332;37.92955974;Sulfuro;3
41352.01273;802961.5561;423.8541772;2;0.50774844;0.81761006;Sulfuro;3
41351.4792;802961.7259;423.2897919;2;0.18138364;0.54716982;Sulfuro;3
41350.94615;802961.8962;422.7251018;2;0.26948428;1.54339622;Sulfuro;3
41350.41358;802962.0668;422.1600288;2;0.20415096;1.25660378;Sulfuro;3
41349.88154;802962.2368;421.5942869;2;0.8798742;0.2;Sulfuro;3
41349.35007;802962.4056;421.0276519;2;0.06877988;0.43773584;Sulfuro;3
41348.81916;802962.573;420.4601103;2;0.18233964;2.75974842;Sulfuro;3
41348.26494;802962.7466;419.8659971;1;0.52963076;26.48461538;Mixto;2
41347.68747;802962.9263;419.245222;1;0.81195384;17.73076924;Mixto;2
41347.11063;802963.1045;418.6234347;1;0.22630768;17.22923076;Mixto;2
41347.68114;802967.6619;435.7355387;6;0.86270796;13.34336284;Oxido;1
41348.19282;802967.5071;435.2047623;6;2.05315044;36.14247788;Oxido;1
41348.70284;802967.3538;434.6719436;6;3.00948672;28.26725664;Oxido;1
41349.1897;802967.208;434.1624136;1;1.20721864;19.64781342;Oxido;1
41349.65409;802967.0692;433.6769586;1;1.85281632;26.83498542;Oxido;1
41350.11876;802966.9305;433.1917319;1;1.49816908;10.9574344;Oxido;1
41350.58371;802966.792;432.706733;1;0.78023324;12.88221574;Oxido;1
41351.04895;802966.6536;432.2219617;1;1.60039652;16.5580175;Oxido;1
41351.5519;802966.5043;431.6984991;2;0.30577708;2.71083202;Oxido;1
41352.09255;802966.344;431.1363398;2;0.60642388;1.22951334;Oxido;1
41352.6333;802966.1837;430.5742876;2;0.78384928;14.01569858;Oxido;1
41353.17401;802966.0232;430.0122373;2;1.0776766;0.66248038;Oxido;1
41353.71467;802965.8626;429.450187;2;0.83017896;0.9711146;Sulfuro;3
41354.2553;802965.7019;428.8881367;2;0.61309892;1.4056515;Sulfuro;3
41354.79588;802965.541;428.3260864;2;0.09197488;0.30047096;Sulfuro;3
41355.33643;802965.38;427.7640477;2;0.44666248;11.78932496;Sulfuro;3
41355.89875;802965.2125;427.1796227;1;0.588;23.2;Mixto;2
41356.47731;802965.0409;426.5792677;2;0.23564592;3.74163934;Mixto;2
41356.99592;802964.8874;426.0417739;2;0.0972328;0.42754098;Sulfuro;3
41357.51492;802964.7343;425.5045629;2;0.1001836;0.39081968;Sulfuro;3
41358.03431;802964.5815;424.9676319;2;0.12609836;0.28459016;Sulfuro;3
41358.91816;802964.3224;424.0555164;1;3.03924052;121.8734177;Mixto;2
41359.72265;802964.0867;423.2270917;2;0.24956384;6.33595284;Mixto;2
41360.21939;802963.9409;422.7164887;2;0.07266012;0.69390962;Sulfuro;3
41360.71641;802963.7947;422.2062713;2;0.1235992;0.6200393;Sulfuro;3
41361.21373;802963.6481;421.6964404;2;0.40275836;1.1151277;Sulfuro;3
41361.71134;802963.5012;421.1869975;2;0.11947348;0.32141454;Sulfuro;3
41362.20924;802963.3539;420.6779364;2;0.1743104;0.58506876;Sulfuro;3
41362.70733;802963.2064;420.1691223;2;0.05030256;0.25500982;Sulfuro;3
41367.32752;802967.2047;436.0751196;2;0.16227452;0.25228758;Oxido;1
41366.79155;802967.3526;435.5496946;2;0.10172548;0.31764706;Oxido;1
41366.25449;802967.5022;435.0258225;2;0.50240524;0.79215686;Oxido;1
41365.59851;802967.6861;434.3854452;4;1.18202716;10.41447964;Oxido;1
41364.94996;802967.8689;433.7517537;2;0.14520804;0.4147651;Oxido;1
41364.42803;802968.0171;433.241212;2;0.12351676;0.2;Sulfuro;3
41363.95016;802968.1535;432.7733916;4;0.39503224;2.7032258;Sulfuro;3
41363.47811;802968.2889;432.3108578;1;0.46054008;4.16265822;Sulfuro;3
41362.96808;802968.4358;431.8107824;1;0.82405908;5.2257384;Sulfuro;3
41362.45815;802968.5829;431.3106636;1;0.8376076;8.3107595;Mixto;2
41361.94819;802968.7298;430.8105436;1;0.67867932;14.54177216;Mixto;2
41361.4382;802968.8767;430.3104237;1;0.94463712;21.35052742;Mixto;2
41360.92817;802969.0234;429.8103038;1;0.44794936;12.49957806;Mixto;2
41360.4181;802969.17;429.3101839;1;0.50343036;8.51983122;Mixto;2
41359.908;802969.3165;428.810064;1;0.51241772;9.48670886;Mixto;2
41359.39787;802969.4628;428.3099441;1;0.58759916;8.08206752;Mixto;2
41358.88774;802969.6092;427.8098242;1;0.29802532;1.85063292;Mixto;2
41358.37763;802969.7556;427.3097042;1;0.46667932;11.25527426;Mixto;2
41357.86756;802969.9022;426.8095843;1;0.51215612;14.34683544;Mixto;2
41357.35752;802970.0489;426.3094644;1;0.33802952;10.92299578;Sulfuro;3
41356.91893;802970.1751;425.8793772;4;0.58956192;25.16761904;Sulfuro;3
41356.4698;802970.3045;425.4389293;2;2.27903144;4.59780542;Sulfuro;3
41355.93873;802970.4576;424.9180883;2;0.58939576;5.89700074;Sulfuro;3
41355.40779;802970.611;424.3971646;2;0.39203512;3.6330651;Mixto;2
41354.87733;802970.7647;423.8758906;2;0.28497148;6.9063643;Mixto;2
41354.34759;802970.9191;423.3540795;2;0.2171324;4.30592538;Mixto;2
41353.81857;802971.0742;422.8317297;2;0.39703584;0.746891;Sulfuro;3
41353.29027;802971.2298;422.3088399;2;0.04821944;1.01989758;Sulfuro;3
41352.76269;802971.3861;421.785409;2;0.16573228;0.9113387;Sulfuro;3
41352.23583;802971.5431;421.2614389;2;0.1555728;2.91748354;Sulfuro;3
41351.7475;802971.6892;420.774792;4;0.1753846;4.26153846;Sulfuro;3
41374.06837;802970.4977;437.0383135;5;0.048;0.4;Mixto;2
41373.66919;802970.6144;436.6240896;2;0.04056848;0.25167958;Mixto;2
41373.14181;802970.7724;436.0800208;2;0.22239792;2.04289406;Mixto;2
41372.6144;802970.9319;435.53644;2;0.25778812;4.94728682;Mixto;2
41372.08796;802971.0905;434.9916549;2;0.478031;11.70852714;Mixto;2
41371.56248;802971.2479;434.4456415;2;0.0109044;0.25374678;Sulfuro;3
41371.03797;802971.4044;433.8983988;2;0.0116796;0.2;Sulfuro;3
41370.51443;802971.5597;433.3499247;2;0.45237728;0.2;Sulfuro;3
41369.99186;802971.714;432.8002154;2;0.05415504;0.2;Sulfuro;3
41369.47026;802971.8673;432.2492667;2;0.16429456;0.2;Sulfuro;3
41368.94955;802972.0198;431.6972725;2;0.01397932;0.2;Sulfuro;3
41368.42957;802972.1721;431.1445511;2;0.015323;0.4878553;Sulfuro;3
41367.91026;802972.3245;430.5912236;2;0.0697416;1.67958656;Sulfuro;3
41367.39162;802972.4769;430.0372897;2;0.31537984;2.00206718;Sulfuro;3
41366.87364;802972.6294;429.482747;2;0.5290026;3.48578812;Sulfuro;3
41366.35634;802972.782;428.9275953;2;0.58698708;1.55142118;Sulfuro;3
41365.84103;802972.9342;428.3732765;4;0.78051948;12.76103896;Mixto;2
41365.32768;802973.0861;427.8198282;4;0.54825976;12.63116884;Mixto;2
41364.81432;802973.2385;427.2665181;4;0.30685716;7.63636364;Mixto;2
41364.3002;802973.392;426.7142094;4;0.4141818;14.94285714;Mixto;2
41363.78516;802973.5466;426.1631122;4;0.49906492;6.06493506;Sulfuro;3
41363.26919;802973.7024;425.6132241;4;0.23293508;3.58181818;Sulfuro;3
41362.75229;802973.8594;425.0645457;4;0.3357922;15.3064935;Sulfuro;3
41362.23445;802974.0175;424.5170752;4;0.280987;8.98441558;Sulfuro;3
41361.71568;802974.1768;423.9708118;4;0.22207792;12.8961039;Sulfuro;3
41361.19598;802974.3371;423.4257159;4;0.13522076;11.15324676;Sulfuro;3
41360.67544;802974.4978;422.8815246;4;0.23054544;2.1974026;Sulfuro;3
41360.15409;802974.658;422.3379837;4;0.19106492;0.6961039;Sulfuro;3
41359.63195;802974.8176;421.7950587;4;0.23044156;1.1948052;Sulfuro;3
41359.10902;802974.9768;421.2527468;4;0.19589612;0.74545454;Sulfuro;3
41358.58529;802975.1354;420.7110457;4;0.3635844;1.47272728;Sulfuro;3
41358.06076;802975.2935;420.1699563;4;0.18664936;1.21818182;Sulfuro;3
41357.53545;802975.4511;419.6294761;4;0.26046752;2.02077922;Sulfuro;3
41368.0087;802967.1195;435.8158244;2;2.64145944;8.63783784;Oxido;1
41367.65203;802967.2237;435.1758817;2;2.22583784;12.73513514;Oxido;1
41367.29496;802967.3289;434.5363267;2;0.91610812;2.61081082;Oxido;1
41366.93747;802967.435;433.8971583;2;1.3734054;7.7027027;Oxido;1
41366.58925;802967.5391;433.2756293;4;1.53542856;15.4;Oxido;1
41366.25033;802967.6411;432.6717201;4;0.72514284;15.34285714;Oxido;1
41365.91104;802967.744;432.0681553;4;0.42742856;5.54285714;Oxido;1
41365.57137;802967.8477;431.4649349;4;0.54171428;2.57142858;Oxido;1
41365.21397;802967.9576;430.8313134;2;0.32251852;0.42962962;Sulfuro;3
41364.83912;802968.0734;430.1670871;2;0.22651852;1.96296296;Sulfuro;3
41364.46469;802968.189;429.5026018;2;0.19466668;0.22962962;Sulfuro;3
41364.09089;802968.3041;428.8376811;2;0.1725926;1.28888888;Sulfuro;3
41363.71773;802968.4188;428.172324;2;0.2251852;1.02222222;Sulfuro;3
41363.34521;802968.533;427.5065306;2;0.29274076;1.44444444;Sulfuro;3
41362.97332;802968.6467;426.8403002;2;0.37125924;3.78518518;Sulfuro;3
41362.61923;802968.7548;426.2045163;4;1.14914284;3.82571428;Mixto;2
41362.2669;802968.862;425.5703682;1;1.02055652;5.27652174;Mixto;2
41361.89917;802968.974;424.90702;1;0.49182608;4.32173914;Mixto;2
41361.53212;802969.086;424.2433193;1;0.56486956;7.7652174;Mixto;2
41361.18644;802969.1919;423.6168272;4;0.40541176;5.96470588;Mixto;2
41360.86204;802969.2917;423.0275824;4;0.6164706;5.5882353;Mixto;2
41360.53819;802969.3917;422.4380699;4;0.47882352;4.85882352;Sulfuro;3
41360.21489;802969.4918;421.8482897;4;0.32211764;33.1117647;Sulfuro;3
41359.89212;802969.5921;421.2582413;4;0.23670588;3.37647058;Sulfuro;3
41359.57464;802969.6912;420.6766077;2;0.1380606;1.0060606;Sulfuro;3
41359.26236;802969.7889;420.1034241;2;0.06557576;1.93939394;Sulfuro;3
41359.24856;802974.5857;441.537211;1;0.686;9.88181818;Oxido;1
41359.18337;802974.6048;441.3384888;5;0.632;10.8;Oxido;1
41359.03187;802974.6489;440.8791175;1;1.73555556;22.55555556;Oxido;1
41358.79016;802974.719;440.1499056;1;1.00172964;17.0824074;Oxido;1
41358.54672;802974.7894;439.4213011;1;1.17135924;14.40925926;Oxido;1
41358.30154;802974.86;438.6932996;1;1.59903704;19.21148148;Mixto;2
41358.05462;802974.9309;437.9658998;1;1.19111112;6.7925926;Mixto;2
41357.80598;802975.0019;437.2390956;1;1.4805926;4.43703704;Mixto;2
41357.55644;802975.0728;436.5125831;1;1.22602224;4.58277778;Mixto;2
41357.30932;802975.1423;435.792065;4;2.2347956;7.8443956;Mixto;2
41357.06503;802975.2102;435.0773806;4;0.67604396;4.58901098;Mixto;2
41356.82147;802975.2772;434.3623618;4;0.7958154;7.10681318;Mixto;2
41356.57862;802975.3432;433.6470076;4;0.71542856;4.02197802;Mixto;2
41356.33649;802975.4083;432.93132;4;0.49617584;4.07692308;Mixto;2
41356.09506;802975.4724;432.2153088;4;3.024;10.73186814;Mixto;2
41355.85425;802975.536;431.4990406;4;1.5002198;7.45274726;Mixto;2
41355.61395;802975.5993;430.7825735;4;0.442989;6.92527472;Sulfuro;3
41355.37418;802975.6623;430.065911;4;0.3656176;11.6421978;Sulfuro;3
41355.13492;802975.725;429.3490517;4;0.82072088;6.15736264;Sulfuro;3
41354.89618;802975.7875;428.6319945;4;0.2971868;2.22417582;Sulfuro;3
41354.65796;802975.8497;427.9147407;4;0.23724836;1.97538462;Sulfuro;3
41353.98223;802981.4607;441.550214;2;0.273643;6.05527832;Mixto;2
41353.97333;802981.458;440.8059892;2;0.86299424;10.33666026;Mixto;2
41353.96437;802981.4574;440.0617591;2;0.79349712;7.8756238;Mixto;2
41353.95537;802981.4582;439.3175275;2;1.00290212;19.60921306;Mixto;2
41353.94638;802981.4596;438.5732973;2;0.47256048;17.89980806;Mixto;2
41353.93742;802981.4611;437.829067;2;0.69487908;8.22648752;Mixto;2
41353.92823;802981.4625;437.0848388;2;0.9808522;9.05796546;Mixto;2
41353.91817;802981.4632;436.3410989;1;0.38355156;4.82421524;Mixto;2
41353.90691;802981.4626;435.5978529;1;0.43539012;11.07533632;Mixto;2
41353.8946;802981.461;434.854623;1;0.20541704;6.52376682;Mixto;2
41353.88572;802981.4596;434.338034;4;0.14096552;0.89655172;Mixto;2
41363.60274;802978.7141;442.3661499;5;0.62151112;6.06888888;Oxido;1
41363.651;802978.6922;441.6932506;1;1.65357776;17.25777778;Oxido;1
41363.72856;802978.6582;440.6893183;2;0.986852;6.16681614;Oxido;1
41363.79705;802978.6292;439.7753573;1;1.36063976;19.18414464;Mixto;2
41363.84542;802978.6088;439.0582778;1;0.80623644;4.01891516;Mixto;2
41363.89277;802978.5888;438.3411179;1;0.9925174;12.21502086;Mixto;2
41363.94013;802978.5688;437.623958;1;0.9365452;9.85146036;Mixto;2
41363.98748;802978.5488;436.9067981;1;0.54798332;6.08511822;Mixto;2
41364.03404;802978.5291;436.2016074;4;0.51870504;7.95971224;Mixto;2
41364.07982;802978.5098;435.5083861;4;0.66356836;5.81007194;Mixto;2
41364.12559;802978.4904;434.8151647;4;0.60460432;7.03165468;Mixto;2
41364.17137;802978.4711;434.1219434;4;0.43787052;3.05467626;Mixto;2
41364.21714;802978.4517;433.428722;4;0.64788488;4.51510792;Mixto;2
41364.26292;802978.4324;432.7355007;4;0.61266188;3.82446044;Mixto;2
41352.42102;802976.5065;440.24985;1;0.78575164;8.87189542;Oxido;1
41352.15779;802976.5541;439.5331754;1;0.53325492;9.34117648;Oxido;1
41351.89604;802976.6057;438.8162296;1;0.47113724;17.09281046;Oxido;1
41351.63579;802976.6611;438.0989966;1;0.42805228;16.61830066;Oxido;1
41351.37672;802976.7196;437.3815626;1;0.75495424;21.78431372;Oxido;1
41351.11808;802976.7792;436.664077;1;1.08977776;20.2745098;Oxido;1
41350.85942;802976.8386;435.946592;1;0.69202616;13.20784314;Oxido;1
41350.60074;802976.8984;435.2291436;1;0.34209152;6.11111112;Oxido;1
41350.34213;802976.9606;434.5118771;1;0.80833988;7.01830066;Oxido;1
41350.08366;802977.0266;433.7949016;1;0.50515032;6.95163398;Oxido;1
41349.8253;802977.0959;433.0781973;1;0.4530196;8.6509804;Oxido;1
41352.4386;802987.1676;441.0651436;2;0.85469868;7.595996;Mixto;2
41352.43665;802987.1698;440.3515811;2;0.64992992;6.4918919;Mixto;2
41352.43383;802987.1729;439.6380238;2;0.110991;0.25605606;Mixto;2
41352.43026;802987.1769;438.9244706;2;0.10910912;0.2;Mixto;2
41352.42721;802987.1813;438.2109186;2;0.32184184;1.76956956;Mixto;2
41352.42603;802987.1857;437.4973649;2;0.22923724;0.8012012;Mixto;2
41352.42693;802987.1899;436.7900936;4;0.57667332;7.6131241;Mixto;2
41352.42951;802987.1943;436.0891106;4;0.44628816;5.42796006;Mixto;2
41352.43322;802987.1995;435.3881409;4;0.66872468;4.15435092;Mixto;2
41352.43782;802987.2059;434.6871864;4;0.39239372;5.16718972;Mixto;2
41352.44319;802987.2133;433.9862458;4;0.3273324;4.2764622;Mixto;2
41364.16823;802983.7455;443.2816893;2;0.32325948;1.01911988;Mixto;2
41364.36089;802983.691;442.5773691;2;1.60236724;7.31441578;Mixto;2
41364.55221;802983.6368;441.8726635;2;0.0778088;0.2121396;Mixto;2
41364.74217;802983.5831;441.1675683;2;0.50605768;0.2;Sulfuro;3
41364.93079;802983.5297;440.4620822;2;0.04282244;0.47314112;Sulfuro;3
41365.11805;802983.4767;439.7562073;2;0.40101364;4.4427921;Mixto;2
41365.30399;802983.4241;439.0499424;2;0.87887708;23.15811836;Mixto;2
41365.4886;802983.3719;438.3432944;2;0.54118968;0.96084978;Mixto;2
41365.67268;802983.3198;437.636495;2;1.02485584;3.55660092;Mixto;2
41365.8727;802983.2635;436.8714372;4;0.363;3.9875;Mixto;2
41366.08914;802983.2027;436.0482527;4;2.57726564;169.43125;Mixto;2
41366.30675;802983.1418;435.2253785;4;1.297375;41.2125;Mixto;2
41364.71908;802999.2063;442.4807498;2;0.04692308;0.24923076;Oxido;1
41364.26324;802999.3592;441.8257656;2;0.01;0.2;Mixto;2
41363.80773;802999.5087;441.1698183;2;0.0164;0.2;Mixto;2
41363.35256;802999.655;440.512909;2;0.08926152;0.44615384;Mixto;2
41362.34432;802999.9677;439.0526361;2;1.15154188;1.13264958;Mixto;2
41361.9359;803000.0911;438.4587291;2;0.05779828;0.2;Sulfuro;3
41361.52844;803000.2147;437.8642325;2;0.06335044;0.25470086;Sulfuro;3
41361.12206;803000.3391;437.2691758;2;0.02994188;0.2;Sulfuro;3
41360.71677;803000.4644;436.6735554;2;0.01;0.2;Sulfuro;3
41360.31258;803000.5905;436.077372;2;0.0180752;0.34564102;Sulfuro;3
41359.90947;803000.7175;435.4806228;2;0.03419828;1.14837606;Sulfuro;3
41359.50736;803000.8452;434.8833571;2;0.03201708;2.5876923;Sulfuro;3
41371.90477;802991.8566;441.7090616;2;0.02022;0.30307234;Oxido;1
41371.72093;802991.9068;440.9566692;2;0.06122496;0.25867196;Oxido;1
41371.53757;802991.9567;440.2041333;2;0.13472348;1.71397424;Oxido;1
41371.35471;802992.0061;439.4514528;2;0.07540932;1.06580774;Oxido;1
41371.17238;802992.0552;438.698618;2;0.08045192;1.42537166;Sulfuro;3
41370.99063;802992.1039;437.9456168;2;0.03794648;1.20297324;Sulfuro;3
41370.80947;802992.1522;437.192446;2;0.11020812;1.55777998;Sulfuro;3
41370.6289;802992.2;436.4391055;2;0.01845392;0.25153618;Sulfuro;3
41370.44894;802992.2475;435.6855958;2;0.14329832;0.38711596;Sulfuro;3
41370.2696;802992.2946;434.9319193;2;0.03399404;1.21883052;Sulfuro;3
41370.09086;802992.3414;434.1780763;2;0.01209116;0.40971258;Sulfuro;3
41369.91269;802992.3879;433.4240821;2;0.01342716;0.29692766;Sulfuro;3
41359.20158;802996.2487;442.1543141;2;0.01;0.2;Oxido;1
41358.98018;802996.3054;441.4632708;2;0.03697744;0.2;Sulfuro;3
41358.75832;802996.3626;440.7724126;2;0.45799804;0.2;Sulfuro;3
41358.53599;802996.4202;440.0817405;2;0.05990776;0.2;Sulfuro;3
41358.3132;802996.4782;439.3912549;2;0.1414426;0.2;Sulfuro;3
41358.08992;802996.5366;438.7009536;2;0.01704612;0.25495584;Sulfuro;3
41357.86606;802996.595;438.01084;2;0.02381748;0.25495584;Sulfuro;3
41357.64156;802996.6531;437.3209165;2;0.01761532;0.30991168;Sulfuro;3
41357.4164;802996.7109;436.6311806;2;0.0445162;0.41864574;Sulfuro;3
41357.1906;802996.7685;435.9416342;2;0.10797644;3.05632974;Sulfuro;3
41356.96414;802996.8257;435.252277;2;0.05370364;1.0465162;Sulfuro;3
41356.73704;802996.8827;434.5631047;2;0.01818056;0.51010794;Sulfuro;3
41356.50953;802996.9395;433.8740518;2;0.01824336;0.25495584;Sulfuro;3
41359.7931;802974.635;441.6309;1;0.578;11.4;Oxido;1
41359.7931;802974.635;441.3309;5;1.048;22;Oxido;1
41359.7931;802974.635;440.8475667;1;1.6624348;19.34782608;Oxido;1
41359.7931;802974.635;440.0809;1;0.81686956;17.4;Oxido;1
41359.7931;802974.635;439.3142333;1;0.74660868;23.72173914;Mixto;2
41359.7931;802974.635;438.5475667;1;1.14347828;22.3826087;Mixto;2
41359.7931;802974.635;437.7809;1;1.29686956;21.53043478;Mixto;2
41359.7931;802974.635;437.0142333;1;2.01060868;52.34782608;Mixto;2
41359.7931;802974.635;436.2666143;4;1.24533332;22.99607844;Mixto;2
41359.7931;802974.635;435.5380429;4;1.00533332;13.62352942;Mixto;2
41359.7931;802974.635;434.8094714;4;1.14941176;31.17647058;Mixto;2
41359.7931;802974.635;434.0809;4;0.59458824;17.75686274;Mixto;2
41359.7931;802974.635;433.3523286;4;1.0545098;25.76078432;Mixto;2
41359.7931;802974.635;432.6237571;4;0.8915294;14.19215686;Mixto;2
41359.7931;802974.635;431.8951857;4;1.04611764;17.9254902;Mixto;2
41359.7931;802974.635;431.1666143;4;1.0644706;26.30980392;Mixto;2
41359.7931;802974.635;430.4380429;4;0.34823528;6.98039216;Mixto;2
41359.7931;802974.635;429.7094714;4;0.87372548;12.69803922;Mixto;2
41359.7931;802974.635;428.9809;4;0.7955294;21.33333334;Mixto;2
41359.7931;802974.635;428.2523286;4;0.42031372;7.21568628;Mixto;2
41359.7931;802974.635;427.5237571;4;0.96078432;18.45490196;Mixto;2
41359.7931;802974.635;426.7951857;4;0.36172548;4.43137254;Mixto;2
41374.4643;802987.2879;441.5580769;2;0.03869388;0.3;Oxido;1
41374.4643;802987.2879;440.8042308;2;0.22122448;4.9489796;Oxido;1
41374.4643;802987.2879;440.0503846;2;0.55861224;4.9877551;Oxido;1
41374.4643;802987.2879;439.2965385;2;0.53926532;0.59387756;Oxido;1
41374.4643;802987.2879;438.5426923;2;0.20514284;0.3;Sulfuro;3
41374.4643;802987.2879;437.7888462;2;0.02016328;0.3;Sulfuro;3
41374.4643;802987.2879;437.035;2;0.07077552;1.1755102;Sulfuro;3
41374.4643;802987.2879;436.2811538;2;0.0529796;0.36122448;Sulfuro;3
41374.4643;802987.2879;435.5273077;2;0.08481632;0.6367347;Sulfuro;3
41374.4643;802987.2879;434.7734615;2;0.83959184;11.87959184;Sulfuro;3
41374.4643;802987.2879;434.0196154;2;0.72261224;2.23877552;Sulfuro;3
41374.4643;802987.2879;433.2657692;2;0.55575512;4.25714286;Sulfuro;3
41374.4643;802987.2879;432.5119231;2;0.82342856;33.81632654;Sulfuro;3
41374.4643;802987.2879;431.7580769;2;0.9414694;64.35510204;Sulfuro;3
41374.4643;802987.2879;431.0042308;2;0.29714284;3.53469388;Sulfuro;3
41374.4643;802987.2879;430.2503846;2;0.42742856;1.27346938;Sulfuro;3
41374.4643;802987.2879;429.4965385;2;0.43820408;0.3;Sulfuro;3
41374.4643;802987.2879;428.7426923;2;2.0195102;137.5489796;Sulfuro;3
41374.4643;802987.2879;427.9888462;2;0.57706124;26.13469388;Sulfuro;3
41374.4643;802987.2879;427.235;2;0.98244896;0.53469388;Sulfuro;3
41374.4643;802987.2879;426.4811538;2;0.47893876;6.17959184;Sulfuro;3
41374.4643;802987.2879;425.7273077;2;0.44612244;13.48163266;Sulfuro;3
41374.4643;802987.2879;424.9734615;2;0.19208164;6.79591836;Sulfuro;3
41374.4643;802987.2879;424.2196154;2;0.10677552;1.38367346;Sulfuro;3
41374.4643;802987.2879;423.4657692;2;0.03012244;0.3;Sulfuro;3
41374.4643;802987.2879;422.7119231;2;0.04024488;0.3;Sulfuro;3
41352.63145;802966.0923;436.6200567;6;1.00938844;16.6677686;Oxido;1
41353.07696;802965.9646;436.2311702;6;1.17150412;17.76859504;Oxido;1
41353.58264;802965.8196;435.7897482;1;1.54436836;8.31211212;Oxido;1
41354.14851;802965.6573;435.2957907;1;3.8454174;39.98798798;Oxido;1
41354.71439;802965.4951;434.8018331;1;0.6625946;10.07807808;Oxido;1
41355.28026;802965.3328;434.3078755;1;0.9178018;8.51771772;Oxido;1
41355.84613;802965.1705;433.813918;1;1.62397196;15.36616616;Oxido;1
41356.412;802965.0083;433.3199604;1;0.97116716;15.2072072;Oxido;1
41356.97787;802964.846;432.8260029;1;0.8025986;14.22742742;Oxido;1
41357.54374;802964.6838;432.3320453;1;0.59505104;8.91071072;Oxido;1
41358.10961;802964.5215;431.8380878;1;0.86092492;11.5973974;Oxido;1
41358.67548;802964.3592;431.3441302;1;0.81291692;11.37797798;Oxido;1
41359.24136;802964.197;430.8501727;1;1.2186106;14.56036036;Oxido;1
41359.80723;802964.0347;430.3562151;1;1.93286888;20.2970971;Mixto;2
41360.3731;802963.8724;429.8622575;1;1.32611012;28.94294294;Mixto;2
41360.92757;802963.7135;429.3782508;2;0.06142372;1.4661017;Mixto;2
41361.47064;802963.5577;428.904195;2;0.0561356;0.3;Mixto;2
41362.01372;802963.402;428.4301391;2;0.03518644;0.3;Mixto;2
41362.55679;802963.2463;427.9560833;2;0.02338984;0.27966102;Mixto;2
41363.09986;802963.0906;427.4820274;2;0.01261016;0.25423728;Sulfuro;3
41363.64293;802962.9348;427.0079715;2;0.036339;0.25423728;Sulfuro;3
41364.186;802962.7791;426.5339157;2;0.06132204;0.2;Sulfuro;3
41364.72908;802962.6234;426.0598598;2;0.01;0.2;Sulfuro;3
41365.27215;802962.4677;425.5858039;2;0.0558644;0.26440678;Sulfuro;3
41365.81522;802962.3119;425.1117481;2;0.05261016;0.29830508;Sulfuro;3
41366.35829;802962.1562;424.6376922;2;0.06549152;0.25423728;Sulfuro;3
41366.90137;802962.0005;424.1636364;2;0.02928812;0.2;Sulfuro;3
41367.44444;802961.8448;423.6895805;2;0.01;0.25084746;Sulfuro;3
41367.98751;802961.689;423.2155246;2;0.01759324;0.20338984;Sulfuro;3
41368.53058;802961.5333;422.7414688;2;0.01;0.2;Sulfuro;3
